"","score","text"
"617",1,"I hope when they do nuke, the aim 4 HIM &amp; HIM ALONE! ""#Trump tweets ambiguous vow 'expand' U.S. nuclear capability"" https://t.co/HUZyCMLpvN"
"618",3,"RT @immigrant4trump: WATCH The moment in history! Donald Trump surpassed 270 electoral votes! Celebration! Time! #MAGA #TRUMP #TheFive http…"
"619",1,"Tiffany is the other #Trump daughter. https://t.co/Ehv60Ig83P https://t.co/eqsxYf44N0"
"620",2,"RT @rollingitout: Before Matt Lasner could delete I scored his phone number &amp; information. Have Fun! #JetBlue #MAGA #Trump https://t.co/vcs…"
"621",1,"RT @TheRebelTV: WATCH: Donald #Trump's best comebacks and funniest moments https://t.co/vHsurnomkW | #MAGA #tcot https://t.co/RJPzbunIvX"
"622",-1,"RT @RonanLTynan: #Trump 1st ME war  getting #Obama veto #UNSC condemning #Israel/i illegal settlements making #2StateSol impossible? https:…"
"623",1,"RT @azcentral: Donald #Trump wants more nukes until the world 'comes to its senses' https://t.co/TJ31f9DLFx"
"624",-1,"RT @PRevere1776: <U+2694> Radical 
<U+262A> Islam's 
<ed><U+00A0><U+00BD><ed><U+00B5><U+009A> Time 
<ed><U+00A0><U+00BD><ed><U+00B4><U+009A> End 
<ed><U+00A0><U+00BD><ed><U+00B4><U+009C> Soon

#MAGA #PEOTUS #Trump
#MakeAmericaGreatAgain <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>#MakeAmericaSafeAgain <U+2696> #MakeAm…"
"625",1,"RT @RojAva_Kantons: @realDonaldTrump 
#Turkey state is representing #islamist jihadist
'
and
is #NATO member
;
shame on you #Trump ,
if you…"
"626",2,"Hey, so welcome to #ColdWar2.

Brought to you by: #Trump and #Putin"
"627",1,"@FockYouMang @pimtotter @janamurray @intellihubnews @SGTreport DONT FORGET #TRUMP CHANGED HIS LAST NAME TOO! WHY IS THAT? Hummmmmm"
"628",2,"RT @rafshmatko: <U+2714> The way to the victory! #Shmatko about #RealDonaldTrump #MakeAmericaGreatAgain #AlwaysTrump #Trump #USA #Ukraine https://…"
"629",0,"RT @LoveConquersHa1: Is it true #Trump &amp; Joe Scarborough are opening up a chain of grocery stores called TRAITOR JOES? #Unpresidented #TheR…"
"630",1,"Tom Arnold says he’s got recordings of #Trump using racial slurs and calling... https://t.co/isrjSNNbUV by #allenequincy via @c0nvey"
"631",-1,"Meanwhile, where was the outrage when Michelle Obama appointed her DAUGHTERS as ""senior staff"" on Africa trip<U+2049>… https://t.co/WYLv2qaWAY"
"632",1,"Binders full of pink slips. #trump #election2016 https://t.co/iTeL39mA9c"
"633",1,"RT @TheRickyDavila: That time when there's more ""outrage"" about an activist yelling at Ivanka Trump than #Trump announcing his plans about…"
"634",1,"Donald #Trump wants more nukes until the world 'comes to its senses' https://t.co/TJ31f9DLFx"
"635",1,"#Trump: US SHOULD VETO UN resolution on Israeli settlements - TIMES OF ISRAEL     https://t.co/5AmU4s6JNF"
"636",1,"#Trump: US SHOULD VETO UN resolution on Israeli settlements - TIMES OF ISRAEL     https://t.co/noF9axsOdi"
"637",2,"RT @funder: #TrumpLeaks on Trump &amp; his MULTIPLE nonprofit foundations NOW on this string
#msnbc #amjoy #cnn #trump #thursdaythought #hb2 #t…"
"638",1,"RT @funder: #Trump must divest all his businesses-Congressman Adam Schiff explains why &amp; the Constitutions Emoluments Clause #TrumpLeaks #a…"
"639",0,"And their blood is on #Obama's hands. #tcot #p2 #election2016  https://t.co/GmMXXOwz8w"
"640",1,"RT @funder: RT if you think a federal investigation needs to be done IMMEDIATELY on these #Trump bribes #TrumpLeaks

#msnbc #cnn #amjoy #th…"
"641",0,"RT @RJGatorEsq: We usually tell kids what they're doing wrong.

My message to this kid: Everything you are doing is right.

#Trump

https:/…"
"642",2,"(Thestate) #Trump taps #Conway for West Wing role, picks press secretary : President-elect Donald Trump has.. https://t.co/4mDkZKOgRs"
"643",1,"RT @RojAva_Kantons: @realDonaldTrump 
#Turkey state is representing #islamist jihadist
'
and
is #NATO member
;
shame on you #Trump ,
if you…"
"644",1,"RT @funder: RT if you think a federal investigation needs to be done IMMEDIATELY on these #Trump bribes #TrumpLeaks

#msnbc #cnn #amjoy #th…"
"645",0,"I don't engage with whining #Trump kooks. I simply block them. #TrumpTears"
"646",2,"RT @JuliaDavisNews: Donald #Trump and Vladimir #Putin agree: Let’s revive the nuclear arms race.
Is there anything they don't agree on? 
ht…"
"647",2,"RT @JxhnBinder: While the mainstream media is claiming Ivanka #Trump was ""confronted"" on Jet Blue flight, this is #MattLasner openly callin…"
"648",4,"RT @DJBDEYEZ: #trump #hillary #smallbusiness #vote #SupportLocal #fresh #clean #smooth
#giftbaskets 
Free gift with purchase!
https://t.co/…"
"649",1,"RT @TheRickyDavila: That time when there's more ""outrage"" about an activist yelling at Ivanka Trump than #Trump announcing his plans about…"
"650",1,"#Trump ignores his own '#BuyAmerican, #HireAmerican' rule: https://t.co/1jAPT5Urpd #tcot #pjnet #UniteBlue #AltRight #ccot #ocra #p2"
"651",1,"RT @JacloPac: #Trump: It's official, let's get started we've got a lot to divvy up.. https://t.co/e4JKBC7Fy2"
"652",1,"RT @KitDaniels1776: Prince Charles Ignores Family’s Pro-Nazi Past When Comparing #Trump to Hitler https://t.co/TFg93jJhvx @DRUDGE #altright…"
"653",1,"RT @funder: RT if you think a federal investigation needs to be done IMMEDIATELY on these #Trump bribes #TrumpLeaks

#msnbc #cnn #amjoy #th…"
"654",4,"AP:Cable news networks generally see viewership plummet post-election, but happy #Trump fans have kept Fox News hot https://t.co/dNoTc0Fbyo"
"655",0,"RT @livenewscloud: .@KeithOlbermann: #Trump &amp; The GOP Plan To Destroy SS [VIDEO] #BananaRepublicans #BuildTheSwamp #AMJoy #UniteBlue

https…"
"656",1,"RT @Kos_Cars: Is that so @LRBitisnot? Lets try again; U used ""#media scheme"" re: #Trump. I broached #Hillary's scheme receiving #debate que…"
"657",1,"The latest The US Talk Network Post! https://t.co/5pwL8ifyDE Thanks to @SodiumFree @larfain13781 @EricRW #news #trump"
"658",1,"RT @American_Bridge: #Trump is adding more foreign workers to his winery. So much for American jobs https://t.co/zilMepTFcc"
"659",1,"RT @ScottAdamsSays: I tell you how the government can deduce your religion without asking: https://t.co/L7KfKsF45j #Trump #MuslimRegistry"
"660",0,"RT @cassandra17lina: I is for Ike who knew war's awful price <ed><U+00A0><U+00BD><ed><U+00B8><U+00BF>
But #Trump and his crew will not even think twice <ed><U+00A0><U+00BD><ed><U+00B9><U+0080> https://t.co/MSWw45stt5"
"661",2,"RT @stapf: IEEFA energy swamp watch: An oil-industry bailout is in the works in Washington https://t.co/s6IrwvuWEy #energy #oil #Trump #dra…"
"662",2,"RT @drudgeheadlines: #Trump calls for expanded #US #nuke capability until 'world comes to its senses'... https://t.co/hVmfNVw1Y7"
"663",2,"RT @rafshmatko: #January 20, 2017 -  New America With President Trump #MAGA #TRUMP #DonaldTrump https://t.co/tbdnA3VTol"
"664",2,"#Trump - GERMANS react to president Donald TRUMP https://t.co/UdW1ZIXmho #tcot"
"665",1,"Jim Chanos: Big change ahead for global capitalism? - https://t.co/G1AB9QU0fJ - #USPolitics #trump #clinton"
"666",1,"RT @hellaroasty: Ok #trump supporters. This tweet is what's called counterintuitive because it'll cause other nations to seek to arm themse…"
"667",2,"RT @rollingitout: Before Matt Lasner could delete I scored his phone number &amp; information. Have Fun! #JetBlue #MAGA #Trump https://t.co/vcs…"
"668",2,"RT @T_I_T_A_N_I_UM: @transition2017 @KellyannePolls @JasonMillerinDC @PutinRF_Eng @realDonaldTrump 

#Trump and #Russia to defeat ISIS? 

<ed><U+00A0><U+00BD><ed><U+00BA><U+00A8>…"
"669",0,"Isn't liberalism about not judging people? Why does @BernieSanders drop his PC to discriminate against #Trump? Selective libs bigotry?"
"670",1,"RT @CaptialBusLoan: RT - Matthew Lasner Daniel Goldstein Attacking @IvankaTrump #maga #trump @Bikers4Trump @HunterPresident https://t.co/6L…"
"671",-2,"@RepBarbaraLee @KevinDarryl @POTUS b4 #apprentice #Trump opens ignorant #Deplorable radical Christian mouth-Billions of MUSLIMS agree -brief"
"672",3,".@EbonyShiksa @RT_com Nope, this fine gentleman would be a patriot! #Murica #MAGA #WhiteTrash #Trump"
"673",1,"RT @funder: RT if you think a federal investigation needs to be done IMMEDIATELY on these #Trump bribes #TrumpLeaks

#msnbc #cnn #amjoy #th…"
"674",-1,"You're saying they are enemies? Less than a week after everyone said Putin gave him power. Liberals may need to sor… https://t.co/6D1aFlDfFs"
"675",1,"RT @rafshmatko: Exclusive #LongSleeve “#KeepCalm - I am an agent of #Trump!""  #teespring #fashion #DonaldTrump #usa #MAGA #shirts https://t…"
"676",1,"RT @TheRickyDavila: Instead of playing into #Trump's hands by talking about Ivanka Trump, let's talk about his plans for nuclear weapons or…"
"677",0,"The President-elect of the United States of America is Tweeting about nuclear weapons.
Where is sanity? Where is… https://t.co/5vOlOESJJQ"
"678",2,"RT @rollingitout: Before Matt Lasner could delete I scored his phone number &amp; information. Have Fun! #JetBlue #MAGA #Trump https://t.co/vcs…"
"679",2,"RT @JxhnBinder: While the mainstream media is claiming Ivanka #Trump was ""confronted"" on Jet Blue flight, this is #MattLasner openly callin…"
"680",3,"RT @immigrant4trump: WATCH The moment in history! Donald Trump surpassed 270 electoral votes! Celebration! Time! #MAGA #TRUMP #TheFive http…"
"681",2,"RT @funder: BREAKING:8/15-Eric Trump Foundation held fundraiser in Ireland-it was international? #TrumpLeaks #msnbc #amjoy #cnn #trump #tbt…"
"682",1,"RT @funder: 2014 Photo:Ivanka #Trump at Mariinsky Theatre in St Petersburg #Russia-I bet she did biz there #TrumpLeaks #DworkinReport #msnb…"
"683",1,"WATCH: Donald #Trump's best comebacks and funniest moments https://t.co/2AePU1rDln | #MAGA #tcot https://t.co/BEEvmZDqyy"
"684",1,"WATCH: Donald #Trump's best comebacks and funniest moments https://t.co/vHsurnomkW | #MAGA #tcot https://t.co/RJPzbunIvX"
"685",0,"Berlin attack suspect’s brother says he should turn himself in - https://t.co/GKWu03BSRJ #news #politics #clinton #trump #follow"
"686",3,"RT @The_NewRight: #Trump is ALREADY a better president than Obama #Trump2016 https://t.co/8dQaiiPqRL"
"687",1,"#Trump #Nuclearcapability Proliferation blocked and stocks down! You twat. There's already way too much of this stuff in store all around."
"688",1,"RT @TheRickyDavila: Instead of playing into #Trump's hands by talking about Ivanka Trump, let's talk about his plans for nuclear weapons or…"
"689",1,"RT @TheRickyDavila: Remember this ladies and gentlemen, whatever #Trump and his family do, where the travel, how they travel, it is all car…"
"690",1,"Because throwing more deadly weapons into the mix makes everything better #USasSledgehammer #Trump #militaryspending
https://t.co/Skt16Cp5nu"
"691",2,"RT @rafshmatko: #January 20, 2017 -  New America With President Trump #MAGA #TRUMP #DonaldTrump https://t.co/tbdnA3VTol"
"692",2,"RT @JuliaDavisNews: Donald #Trump and Vladimir #Putin agree: Let’s revive the nuclear arms race.
Is there anything they don't agree on? 
ht…"
"693",0,"Holiday selling for your products  https://t.co/jPENNJ94Hk #holiday #marketing #networks #fallan #election #trump… https://t.co/S1C6JLWgXh"
"694",1,"Potential effects of #Trump 35% tariff on trade with #Mexico in the auto industry

https://t.co/G65zDUd8Jx https://t.co/7yTqM3LaeU"
"695",3,"RT @immigrant4trump: WATCH The moment in history! Donald Trump surpassed 270 electoral votes! Celebration! Time! #MAGA #TRUMP #TheFive http…"
"696",-1,"RT @rafshmatko: Guests from #Kiev and #Cyprus specially visited #Trump's #bust.... #art #world #sculpture #exhibition #shmatko #TrumpTrain…"
"697",-1,"RT @2ALAW: Liberal Media Says That ""Angry White Men"" Got Trump Elected.

Last Time I Checked I'm Not ""Angry"" Nor ""White"".

#Trump
#DrainThe…"
"698",2,"RT @rollingitout: Before Matt Lasner could delete I scored his phone number &amp; information. Have Fun! #JetBlue #MAGA #Trump https://t.co/vcs…"
"699",1,"RT @rafshmatko: Talk about #Trump, #art and the #world... #TV #TrumpTrain #artnews #worldartnews https://t.co/9sRrtfqp1i"
"700",2,"@IvankaTrump (cont) handled it with such class! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> God Bless! <U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B2><U+009E> #TRUMP  @IvankaTrump"
"701",3,"RT @Sputnik_Not: #Putin and #Trump agree the best way to support nuclear non-proliferation efforts is to get more #nuclear weapons https://…"
"702",1,"RT @funder: BREAKING:8/15-Eric #Trump Foundation held fundraiser in Ireland-an international foundation? #TrumpLeaks #msnbc #maddow #amjoy…"
"703",2,"@RamblingJackMcM I am an electrical engineer. Very ""educated"" and couldn't give 2 fucks about #Trump #Shil @Para_glider69 @AmberRudd_MP"
"704",0,"RT @2ALAW: I Am The President Of The United States-  Hillary <ed><U+00A0><U+00BE><ed><U+00B4><U+0095><ed><U+00A0><U+00BD><ed><U+00B8><U+00B7><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>

#Trump https://t.co/Dh2jQVQDtf"
"705",1,"This is incredibly alarming. But who is surprised, really? #trump  https://t.co/CaSlX8cmgP"
"706",1,"RT @Kos_Cars: Is that so @LRBitisnot? Lets try again; U used ""#media scheme"" re: #Trump. I broached #Hillary's scheme receiving #debate que…"
"707",-1,"RT @funder: RT:#Trump has an active business in Brazil #TrumpLeaks #theresistance #msnbc #maddow #hardball #amjoy #cnn #thelead https://t.c…"
"708",1,"RT @rafshmatko: #17channel #inteview about #art &amp; #Trump. https://t.co/uATWvdsSLS"
"709",1,"RT @livenewscloud: Both #Trump &amp; #Putin have called for expansion in the last 24 hrs.  

https://t.co/5bPdAFVgai https://t.co/O7ssBzwOCW"
"710",0,"RT @2ALAW: Do Regular Dogs See Police Dogs

And Think, ""Oh Sh*t It's The Cops""

#Trump
#Hillary https://t.co/oICFkBh8cG"
"711",1,"RT @TheRickyDavila: That time when there's more ""outrage"" about an activist yelling at Ivanka Trump than #Trump announcing his plans about…"
"712",0,"RT @ToDropADime2: @realDonaldTrump Should offer up Don Jr, Eric &amp; little Baron #Trump
as the first to sign up for war based on his ""Muscle…"
"713",3,"RT @nikshmatko: I dedicate to 45 th president Donald Trump bust and 6 pictures. I, personally, won a major victory with #Trump! https://t.c…"
"714",1,"Plants in the bed but #politics #election #president #trump #hillary"
"715",0,"RT @PatriotByGod: Inaugural DC Metro Cards That Featured Obama – WILL NOT Feature #Trump , Once again a childish move by #Liberals

https:/…"
"716",1,"https://t.co/pfEDXu2Z71 #Trump rewards Sean Spicer's loyalty with... #f3news #breaking #news"
"717",2,"RT @rafshmatko: Today, millions can say, I voted for #Trump and Trump is my #President! #USA https://t.co/FPCBVXersH"
"718",2,"RT @livenewscloud: Reckless #Trump Tweets for USA to ""Strengthen and expand its nuclear capability"" scaring every sane person worldwide htt…"
"719",1,"I created bumper stickers, ""Its time, one person, one vote. The true majority"". Let me know if you would like one… https://t.co/Tw96Dmmzp1"
"720",0,"RT @AndrewCMcCarthy: #Trump should waste no time rescinding Obama's ban on #drilling in Arctic &amp; Atlantic. My @PJMedia_com post: https://t.…"
"721",0,"https://t.co/Rj4iBp84oV #Trump team floats tariffs #f3news #breaking #news"
"722",0,"https://t.co/NBmvh0zYpo #Trump creates competing power centers in his West Wing - Politico #f3news #breaking #news"
"723",1,"RT @TRUNEWS: Peter Navarro to head Trump’s National Trade Council @transition2017 #Trump https://t.co/rvqwOl7OHI https://t.co/uifCTfAsrB"
"724",1,"RT @JacloPac: #Trump: It's official, let's get started we've got a lot to divvy up.. https://t.co/e4JKBC7Fy2"
"725",1,"RT @rafshmatko: Renowned Ukrainian sculptor has sculpted a bust of #Trump and made a video relaying his thoughts on the Republican.. https:…"
"726",1,"RT @livenewscloud: Both #Trump &amp; #Putin have called for expansion in the last 24 hrs.  

https://t.co/5bPdAFVgai https://t.co/O7ssBzwOCW"
"727",-1,"@revisionfour if your tired of people trying to change the laws and whining then why did you vote for #trump, he's a #whinylittlebitch"
